Assetpfad;GUID;Local ID;Meshname;Vertices;Tris;Bounds Center;Bounds Size;Prefab-Referenzen;Szenen;Builder-Kandidaten
"Assets/_Game/Art/Resources/T2Meshes/T2_045_Fels.asset";"1067fbef71220414aabd25f884d5a14b";"4300000";"Loft";"100";"44";"(0.011142,0.3745,-0.003452)";"(0.650522,0.749,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_granite_deposit_Exhausted.prefab | Assets/_Game/Prefabs/Resources/Nodes/GraniteDeposit.prefab | Assets/_Game/Prefabs/Resources/Visuals/GraniteDeposit_Exhausted.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_046_Fels.asset";"b299a2c0cd786cc4cb57b32550316ae0";"4300000";"Loft";"100";"44";"(0.011142,0.330261,-0.003452)";"(0.650522,0.660522,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_047_Fels.asset";"89907ecb07b9f5a4db1f09acbfa60226";"4300000";"Loft";"100";"44";"(0.011142,0.48163,-0.003452)";"(0.650522,0.963261,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_048_Fels.asset";"4456e05fbfdb6514890a474cca4086c3";"4300000";"Loft";"100";"44";"(0.011142,0.633,-0.003452)";"(0.650522,1.266,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_049_Fels.asset";"f8db1283b249ef8488185a905f1fc3c4";"4300000";"Loft";"100";"44";"(0.011142,0.330261,-0.003452)";"(0.650522,0.660522,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_050_Fels.asset";"1e77a959dc69f0b40958b20247ad4287";"4300000";"Loft";"100";"44";"(0.011142,0.48163,-0.003452)";"(0.650522,0.963261,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_051_Fels.asset";"8b0eb5090b2dc6b43bbc16bb5a187a17";"4300000";"Loft";"100";"44";"(0.011142,0.633,-0.003452)";"(0.650522,1.266,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_052_Fels.asset";"22da8cd5e91f7e84b9a0cb62262ec3cf";"4300000";"Loft";"100";"44";"(0.011142,0.330261,-0.003452)";"(0.650522,0.660522,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_053_Erzsplitter.asset";"c252c2220e7095b4294d9b96b1192db5";"4300000";"TaperedBox";"24";"12";"(0,0.346034,0)";"(0.16,0.692068,0.16)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_054_Erzsplitter.asset";"9aa116fd14f3199499f99ed2abb03f0f";"4300000";"TaperedBox";"24";"12";"(0,0.346034,0)";"(0.16,0.692068,0.16)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_055_Erzsplitter.asset";"399a9a7fffb5c0945954acb45ff41a21";"4300000";"TaperedBox";"24";"12";"(0,0.346034,0)";"(0.16,0.692068,0.16)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_056_Erzsplitter.asset";"61bfddb9b50a421488bbb4d7734f1e63";"4300000";"TaperedBox";"24";"12";"(0,0.346034,0)";"(0.16,0.692068,0.16)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_057_Erzsplitter.asset";"35f09f890a2092f4fb9be2350d14d0d2";"4300000";"TaperedBox";"24";"12";"(0,0.346034,0)";"(0.16,0.692068,0.16)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Active.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Active.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_058_Fels.asset";"31bbb6403e5aab4478b664296fea964b";"4300000";"Loft";"100";"44";"(0.011142,0.24075,-0.003452)";"(0.650522,0.4815,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Exhausted.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_059_Fels.asset";"b1599283c96a40a44a13fdb8052e3689";"4300000";"Loft";"100";"44";"(0.011142,0.3745,-0.003452)";"(0.650522,0.749,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Exhausted.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_060_Fels.asset";"f2a8097ec0b357245ac391707e6b7920";"4300000";"Loft";"100";"44";"(0.011142,0.24075,-0.003452)";"(0.650522,0.4815,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Exhausted.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/Resources/T2Meshes/T2_061_Fels.asset";"bd03c83afc6d4d64fafa8bd972fabd94";"4300000";"Loft";"100";"44";"(0.011142,0.3745,-0.003452)";"(0.650522,0.749,0.561231)";"Assets/_Game/Prefabs/Environment/AreaArtVariants/GreyRifts_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Environment/AreaArtVariants/VeilMarsh_iron_vein_Exhausted.prefab | Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab | Assets/_Game/Prefabs/Resources/Visuals/IronVein_Exhausted.prefab";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_000_TreeA_Stamm.asset";"4965b8d3be5562043acbf97d58b815a3";"4300000";"Loft";"164";"76";"(0,2.2,0)";"(1.247237,4.4,1.247237)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_001_TreeA_AstA.asset";"4d962ae21d6449b4cbb60e882489d287";"4300000";"TaperedBox";"24";"12";"(0,0.45,0)";"(0.22,0.9,0.22)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_002_TreeA_AstB.asset";"b6f852c76603cef478cceae5494a3bfe";"4300000";"TaperedBox";"24";"12";"(0,0.35,0)";"(0.18,0.7,0.18)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_003_TreeA_KroneTief.asset";"94636064fb7345f4ea3264a14052d782";"4300000";"Loft";"100";"44";"(0,0.45,0)";"(2.956415,1.7,2.679251)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_004_TreeA_KroneMitte.asset";"a358b49b942df2b40a812c1e1b906a0f";"4300000";"Loft";"132";"60";"(0,0.5,0)";"(2.032535,1,1.847759)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_005_TreeA_KroneHoch.asset";"27f9528f22706a94dafd5ce2e3f47b58";"4300000";"Loft";"132";"60";"(0,0.4,0)";"(0.970074,0.8,0.877686)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_A.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_006_TreeB_Stamm.asset";"5ce9d1c59174287498007c140d09fe38";"4300000";"Loft";"164";"76";"(0,1.4,0)";"(1.311909,2.8,1.311909)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_007_TreeB_AstA.asset";"283fed82b327aea4e8d2974033e60eed";"4300000";"TaperedBox";"24";"12";"(0,0.5,0)";"(0.26,1,0.26)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_008_TreeB_AstB.asset";"fc1e455975bb33a40afa085c56d4e056";"4300000";"TaperedBox";"24";"12";"(0,0.4,0)";"(0.22,0.8,0.22)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_009_TreeB_KroneTief.asset";"9ef26b654cab9384e80ca8e4625c8815";"4300000";"Loft";"132";"60";"(0,0.45,0)";"(3.325966,1.7,3.048803)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_010_TreeB_KroneMitte.asset";"601b5f2fccef19349864a8e17d250f54";"4300000";"Loft";"132";"60";"(0.15,0.5,0)";"(2.402087,1,2.124923)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_011_TreeB_KroneHoch.asset";"766c5c24a45f67644b18f5005b1325d8";"4300000";"Loft";"132";"60";"(-0.1,0.45,0)";"(1.385819,0.9,1.201043)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_B.prefab";"Assets/_Game/Scenes/Zone_TwilightGrove.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_012_TreeC_Stamm.asset";"919f86fcde0191945bea4d3772d482fe";"4300000";"Loft";"164";"76";"(0.025224,1.3,0)";"(1.233014,2.6,1.182566)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_C.prefab";"Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_013_TreeC_KroneA.asset";"1cad90dd955597b4fa4d6e43c9b1197b";"4300000";"Loft";"132";"60";"(0.15,0.4,0)";"(2.217311,1.6,1.940147)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_C.prefab";"Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_014_TreeC_KroneB.asset";"8029421c667bd764aa54bec104ff1c54";"4300000";"Loft";"68";"28";"(-0.15,0.1,0)";"(0.785298,0.2,0.646716)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Tree_C.prefab";"Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_015_Bush_Kuppel.asset";"d114b01d1e8fc2b459fd3dc70a77970f";"4300000";"Loft";"100";"44";"(0,0.45,0)";"(1.247237,0.9,1.108656)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Bush.prefab";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_016_Fern_Wedel.asset";"c6b48fdf08c6ea84ea232e04f2f7a5db";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_017_Fern_Wedel.asset";"3c6132030c1afd94b8d8cfdf090b4f37";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_018_Fern_Wedel.asset";"b2e0fb4dccd3bb04780be394b86baa31";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_019_Fern_Wedel.asset";"726a331cd8b90a642aebdc987be5338a";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_020_Fern_Wedel.asset";"66f4d515750b7c54daa3e81568db99bb";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_021_Fern_Wedel.asset";"58faa0cd0ff0b4840b7ed4c89e67a2da";"4300000";"TaperedBox";"24";"12";"(0,0.392919,0)";"(0.14,0.785838,0.03)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Fern.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
"Assets/_Game/Art/StyleProof/Meshes/SP_022_Flowers_Stiel.asset";"a20bbb27fb1e0f841a9023f3828ab325";"4300000";"TaperedBox";"24";"12";"(0,0.16,0)";"(0.04,0.32,0.04)";"Assets/_Game/Prefabs/Environment/StyleProof/SP_Plant_Flowers.prefab";"Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity";"Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/StyleProofPropBuilder.cs"
